t_sec,mount_tx_pos,mount_ty_pos,mount_tz_pos,mount_rx_pos,mount_ry_pos,mount_rz_pos
0.265899,0.0,0.0,0.0,0.0,0.0,0.0
0.26764,0.0,0.0,0.0,0.0,0.0,0.0
0.269517,0.0,0.0,0.0,0.0,0.0,0.0
0.271304,0.0,0.0,0.0,0.0,0.0,0.0
0.273323,0.0,0.0,0.0,0.0,0.0,0.0
0.274991,0.0,0.0,0.0,0.0,0.0,0.0
0.276839,0.0,0.0,0.0,0.0,0.0,0.0
0.278712,0.0,0.0,0.0,0.0,0.0,0.0
0.280506,0.0,0.0,0.0,0.0,0.0,0.0
0.282222,0.0,0.0,0.0,0.0,0.0,0.0
0.284189,0.0,0.0,0.0,0.0,0.0,0.0
0.28599,0.0,0.0,0.0,0.0,0.0,0.0
0.287851,0.0,0.0,0.0,0.0,0.0,0.0
0.289769,0.0,0.0,0.0,0.0,0.0,0.0
0.291456,0.0,0.0,0.0,0.0,0.0,0.0
0.29334,0.0,0.0,0.0,0.0,0.0,0.0
0.295219,0.0,0.0,0.0,0.0,0.0,0.0
0.29702,0.0,0.0,0.0,0.0,0.0,0.0
0.298809,0.0,0.0,0.0,0.0,0.0,0.0
0.300641,0.0,0.0,0.0,0.0,0.0,0.0
0.302468,0.0,0.0,0.0,0.0,0.0,0.0
