t_sec,world_pos_err_m,world_orient_err_rad,base_pos_err_m,base_orient_err_rad,solve_time_us
9.808185,0.03409975550580239,0.13064247588762196,0.034099755505802465,0.130642475887622,1015.0
9.809726,0.06069359274775294,0.296439408820398,0.06069359274775297,0.29643940882039793,1075.0
9.811697,0.06742691964787338,0.3149562272580865,0.06742691964787344,0.31495622725808653,971.0
9.813791,0.027259275759203328,0.12943191974089616,0.0272592757592033,0.12943191974089618,1016.0
9.816242,0.03362890184535873,0.1327864774693592,0.033628901845358695,0.13278647746935918,998.0
9.818303,0.033613855622703755,0.12376199064640005,0.03361385562270369,0.12376199064640005,1166.0
9.820316,0.03288029227441058,0.11446524605565062,0.032880292274410576,0.11446524605565078,1071.0
9.821376,0.061135748307961243,0.2861964851121959,0.06113574830796124,0.2861964851121959,1024.0
9.82332,0.02833088003455924,0.12203879508375906,0.028330880034559285,0.12203879508375909,929.0
9.825329,0.03398134575536866,0.12590240996243932,0.03398134575536863,0.12590240996243932,1055.0
9.827085,0.03384976514515816,0.11682857165790622,0.033849765145158146,0.11682857165790614,908.0
9.82917,0.03311635788768517,0.10775030297967654,0.03311635788768512,0.1077503029796766,1041.0
9.831009,0.06302919169454756,0.2859915696282038,0.06302919169454756,0.2859915696282039,960.0
9.833137,0.029084374599483074,0.1164852493359381,0.029084374599483046,0.11648524933593803,1167.0
9.835041,0.03438941928585335,0.11960028651261942,0.03438941928585334,0.11960028651261927,1025.0
9.837299,0.034218372610772034,0.11074909006263761,0.03421837261077201,0.11074909006263775,996.0
9.838988,0.03347785871058834,0.1018669754447572,0.03347785871058829,0.10186697544475726,965.0
9.841156,0.06463674008258231,0.2857087933331915,0.06463674008258241,0.2857087933331916,1005.0
9.842882,0.029882365879006178,0.11165922695916942,0.029882365879006192,0.1116592269591694,1013.0
9.845967,0.03486740686777395,0.11401748828496394,0.03486740686777391,0.11401748828496401,1416.0
9.846881,0.034649861838274953,0.10536414588182835,0.03464986183827497,0.10536414588182832,1096.0
9.849661,0.0338918113093083,0.09665556711567616,0.03389181130930841,0.09665556711567622,1172.0
9.851099,0.03311356268073091,0.08834467912779982,0.03311356268073096,0.08834467912779981,1038.0
9.85284,0.0663490170171392,0.2811117054588189,0.06634901701713929,0.28111170545881886,1033.0
9.854753,0.02998832797621461,0.09936982410217395,0.0299883279762146,0.09936982410217389,1010.0
9.85697,0.03460922151816215,0.10064477533049608,0.03460922151816206,0.1006447753304961,1030.0
9.858607,0.03437834967904993,0.09258142051529399,0.03437834967904996,0.09258142051529408,1019.0
9.861067,0.06719976235405106,0.2850642687196009,0.06719976235405105,0.2850642687196009,984.0
9.862475,0.0738142506172016,0.30541264041968136,0.07381425061720155,0.3054126404196814,992.0
9.864538,0.02890917113062532,0.09500577840777764,0.028909171130625397,0.09500577840777756,1020.0
9.866549,0.033885926468155685,0.09476512726629074,0.03388592646815563,0.09476512726629081,1226.0
9.869936,0.033775148414114095,0.0873983226162644,0.03377514841411407,0.08739832261626428,1279.0
9.872069,0.033072954215396966,0.07960176646468027,0.0330729542153969,0.07960176646468034,1306.0
9.874099,0.1026828107665992,1.7676881186892413,0.10268281076659919,1.7676881186892413,1440.0
9.876135,0.061750127743654015,0.40867464937409187,0.06175012774365401,0.4086746493740917,1268.0
9.877449,0.031016737638546784,0.12390044461561898,0.031016737638546715,0.12390044461561904,1211.0
9.879356,0.0353692220930807,0.10361718253259827,0.03536922209308066,0.1036171825325982,1268.0
9.880297,0.035005719420128825,0.09516414472892325,0.03500571942012879,0.09516414472892325,1134.0
9.882638,0.10075790085068956,1.7840638932772404,0.10075790085068957,1.7840638932772401,1366.0
9.884216,0.06303798512288993,0.4263259353771102,0.06303798512288998,0.4263259353771102,1138.0
9.88641,0.033443130595895966,0.14143328258638652,0.03344313059589593,0.1414332825863865,1251.0
